ID,Name,icon_id,speffect_id,sfx_on_use_1,sfx_on_use_2,sfx_on_use_3,weapon_id,armor_id,ammo_id,ring_id,spell_id,gesture_id,sort_id,base_price,sell_price,animation_speed,Unk03,item_type_id,item_usage_id,Unk04,Unk05,max_held_count,speffect_context,item_sp_effect_type,Unk06,item_category_type,item_speffect_application_type,item_additional_type,ng_behavior_type,Unk07,
10,Empty,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,1,1,0,0,0,255,255,1,254,0,0,8,0,0,7,0
100,Empty,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1800,180,1,0,0,0,255,255,1,254,0,0,8,0,0,7,0
1000000,Dagger,1000000,-1,-1,-1,-1,1000000,-1,-1,-1,-1,-1,100,500,50,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1010000,Bandit's Knife,1010000,-1,-1,-1,-1,1010000,-1,-1,-1,-1,-1,120,750,75,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1040000,Mytha's Bent Blade,1040000,-1,-1,-1,-1,1040000,-1,-1,-1,-1,-1,180,1500,150,1,0,10,1000,255,255,1,254,0,0,0,0,0,12,0
1050000,Shadow Dagger,1050000,-1,-1,-1,-1,1050000,-1,-1,-1,-1,-1,130,2500,250,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1060000,Thief Dagger,1060000,-1,-1,-1,-1,1060000,-1,-1,-1,-1,-1,140,500,50,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1070000,Broken Thief Sword,1070000,-1,-1,-1,-1,1070000,-1,-1,-1,-1,-1,150,500,50,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1100000,Parrying Dagger,1100000,-1,-1,-1,-1,1100000,-1,-1,-1,-1,-1,110,1000,100,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1110000,Manikin Knife,1110000,-1,-1,-1,-1,1110000,-1,-1,-1,-1,-1,160,2500,250,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1130000,Royal Dirk,1130000,-1,-1,-1,-1,1130000,-1,-1,-1,-1,-1,170,5000,500,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1140000,Blue Dagger,1140000,1140000,-1,-1,-1,1140000,-1,-1,-1,-1,-1,195,1000,100,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1150000,Umbral Dagger,1150000,-1,-1,-1,-1,1150000,-1,-1,-1,-1,-1,196,750,75,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1160000,Retainer's Short Sword,1160000,-1,-1,-1,-1,1160000,-1,-1,-1,-1,-1,197,750,75,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1200000,Broken Straight Sword,1200000,-1,-1,-1,-1,1200000,-1,-1,-1,-1,-1,220,400,40,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1210000,Shortsword,1210000,-1,-1,-1,-1,1210000,-1,-1,-1,-1,-1,200,800,80,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1220000,Longsword,1220000,-1,-1,-1,-1,1220000,-1,-1,-1,-1,-1,210,1300,130,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1230000,Broadsword,1230000,-1,-1,-1,-1,1230000,-1,-1,-1,-1,-1,230,1700,170,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1240000,Foot Soldier Sword,1240000,-1,-1,-1,-1,1240000,-1,-1,-1,-1,-1,240,800,80,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1250000,Puzzling Stone Sword,1250000,-1,-1,-1,-1,1250000,-1,-1,-1,-1,-1,350,1600,160,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1260000,Possessed Armor Sword,1260000,-1,-1,-1,-1,1260000,-1,-1,-1,-1,-1,330,1200,120,1,0,10,1000,255,255,1,254,0,0,0,0,0,12,0
1270000,Varangian Sword,1270000,-1,-1,-1,-1,1270000,-1,-1,-1,-1,-1,250,1000,100,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1280000,Blue Flame,1280000,-1,-1,-1,-1,1280000,-1,-1,-1,-1,-1,260,3500,350,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1290000,Fume Sword,1290000,-1,-1,-1,-1,1290000,-1,-1,-1,-1,-1,355,8000,800,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1320000,Heide Knight Sword,1320000,-1,-1,-1,-1,1320000,-1,-1,-1,-1,-1,270,4000,400,1,0,10,1000,255,255,1,254,0,0,0,2,0,12,0
1330000,Red Rust Sword,1330000,-1,-1,-1,-1,1330000,-1,-1,-1,-1,-1,280,7000,700,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1350000,Black Dragon Sword,1350000,-1,-1,-1,-1,1350000,-1,-1,-1,-1,-1,310,17000,1700,1,0,10,1000,255,255,1,254,0,0,0,2,0,12,0
1360000,Sun Sword,1360000,-1,-1,-1,-1,1360000,-1,-1,-1,-1,-1,290,10000,1000,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1370000,Drakekeeper's Sword,1370000,-1,-1,-1,-1,1370000,-1,-1,-1,-1,-1,300,8000,800,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1380000,Ashen Warrior Sword,1380000,-1,-1,-1,-1,1380000,-1,-1,-1,-1,-1,340,1200,120,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1390000,Ivory Straight Sword,1390000,-1,-1,-1,-1,1390000,-1,-1,-1,-1,-1,360,8000,800,1,0,10,1000,255,255,1,254,0,0,0,0,0,12,0
1400000,Estoc,1400000,-1,-1,-1,-1,1400000,-1,-1,-1,-1,-1,800,1500,150,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1410000,Mail Breaker,1410000,-1,-1,-1,-1,1410000,-1,-1,-1,-1,-1,820,2000,200,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1420000,Chaos Rapier,1420000,-1,-1,-1,-1,1420000,-1,-1,-1,-1,-1,840,7500,750,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1430000,Spider's Silk,1430000,-1,-1,-1,-1,1430000,-1,-1,-1,-1,-1,870,1500,150,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1440000,Espada Ropera,1440000,-1,-1,-1,-1,1440000,-1,-1,-1,-1,-1,850,8200,820,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1500000,Rapier,1500000,-1,-1,-1,-1,1500000,-1,-1,-1,-1,-1,810,1000,100,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1520000,Black Scorpion Stinger,1520000,-1,-1,-1,-1,1520000,-1,-1,-1,-1,-1,860,5000,500,1,0,10,1000,255,255,1,254,0,0,0,2,0,12,0
1530000,Ricard's Rapier,1530000,-1,-1,-1,-1,1530000,-1,-1,-1,-1,-1,830,5000,500,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1580000,Ice Rapier,1580000,-1,-1,-1,-1,1580000,-1,-1,-1,-1,-1,880,2000,200,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1600000,Falchion,1600000,-1,-1,-1,-1,1600000,-1,-1,-1,-1,-1,600,1200,120,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1610000,Shotel,1610000,-1,-1,-1,-1,1610000,-1,-1,-1,-1,-1,610,2000,200,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1620000,Warped Sword,1620000,-1,-1,-1,-1,1620000,-1,-1,-1,-1,-1,670,1500,150,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1630000,Eleum Loyce,1630000,-1,-1,-1,-1,1630000,-1,-1,-1,-1,-1,685,12000,1200,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1640000,Manikin Sabre,1640000,-1,-1,-1,-1,1640000,-1,-1,-1,-1,-1,630,6000,600,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1650000,Scimitar,1650000,-1,-1,-1,-1,1650000,-1,-1,-1,-1,-1,620,1200,120,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1660000,Red Rust Scimitar,1660000,-1,-1,-1,-1,1660000,-1,-1,-1,-1,-1,660,7500,750,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1670000,Spider Fang,1670000,-1,-1,-1,-1,1670000,-1,-1,-1,-1,-1,680,1500,150,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1680000,Melu Scimitar,1680000,-1,-1,-1,-1,1680000,-1,-1,-1,-1,-1,650,6000,600,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1690000,Monastery Scimitar,1690000,-1,-1,-1,-1,1690000,-1,-1,-1,-1,-1,640,5800,580,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1700000,Uchigatana,1700000,-1,-1,-1,-1,1700000,-1,-1,-1,-1,-1,700,5000,500,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1710000,Washing Pole,1710000,-1,-1,-1,-1,1710000,-1,-1,-1,-1,-1,710,11000,1100,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1720000,Chaos Blade,1720000,-1,-1,-1,-1,1720000,-1,-1,-1,-1,-1,730,10000,1000,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1730000,Blacksteel Katana,1730000,-1,-1,-1,-1,1730000,-1,-1,-1,-1,-1,720,12000,1200,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1740000,Manslayer,1740000,-1,-1,-1,-1,1740000,-1,-1,-1,-1,-1,740,18000,1800,1,0,10,1000,255,255,1,254,0,0,0,2,0,12,0
1760000,Darkdrift,1760000,-1,-1,-1,-1,1760000,-1,-1,-1,-1,-1,760,15000,1500,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
1770000,Berserker Blade,1770000,-1,-1,-1,-1,1770000,-1,-1,-1,-1,-1,750,14000,1400,1,0,10,1000,255,255,1,254,0,0,0,3,0,12,0
